10331,km8dM4ppakS5KUXl3TgtpTRgbBX.jpg,"27,53,878","A group of strangers trapped in a farmhouse find themselves fending off a horde of recently dead, flesh-eating ghouls.",40,inNUOa9WZGdyRXQlt7eqmHtCttl.jpg,1968-10-04,Night of the Living Dead,3.81,2299,2024-04-13 00:00:00,en,96,Released,2024-04-13 00:00:00,"1296, 210, 26, 594, 173"
10515,z6OZ2Q4FYELeGoBj9tVDWCvevkj.jpg,"12,14,16,28,10751,10749",A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,54,41XxSsJc5OrulP0m7TrrUeO2hoz.jpg,1986-08-02,Castle in the Sky,3.99,3960,2024-04-13 00:00:00,en,125,Released,2024-04-13 00:00:00,"2352, 294, 526, 498, 290"
10527,r2M9ElkHxEJP7riCFbT5N0uXZTc.jpg,"10751,12,16,35","Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",63,agRbLOHgN46TQO4YdKR462iR7To.jpg,2008-10-30,Madagascar: Escape 2 Africa,3.25,6613,2024-04-13 00:00:00,en,89,Released,2024-04-13 00:00:00,"741, 2900, 698, 1819, 455"
10545,oslaee3VX9kJAjVezbjZKlEJDzn.jpg,"18,16,10751","Isolated bell-ringer Quasimodo wishes to leave Notre Dame tower against the wishes of Judge Claude Frollo, his stern guardian and Paris' strait-laced Minister of Justice. His first venture to the outside world finds him Esmeralda, a kind-hearted and fearless Romani woman who openly stands up to Frollo's tyranny.",64,7k0fr2xLCTChjN8MnGNThTP9uEB.jpg,1996-06-21,The Hunchback of Notre Dame,3.56,4795,2024-04-13 00:00:00,en,91,Released,2024-04-13 00:00:00,"1859, 314, 1453, 991, 178"
10607,dfkE2LppPbJ1qUzi3tdND5iuMFp.jpg,35,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",55,HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1996-01-12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,3.49,1226,2024-04-13 00:00:00,en,89,Released,2024-04-13 00:00:00,"331, 361, 197, 251, 86"
10625,6DqzZaTAzFrT53JtRt3MLKs0Y9i.jpg,35,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",103,alKvY5LuVcXraRBfi5UtVV8Ii6Y.jpg,2004-04-30,Mean Girls,3.6,8382,2024-04-13 00:00:00,en,97,Released,2024-04-13 00:00:00,"2592, 1877, 2854, 86, 973"
10634,eDY7eBe5EE2djDGwdTPhfH9ZcdG.jpg,35,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",84,2lReF53F8trkC68piGSfk0JVwWU.jpg,1995-04-26,Friday,3.58,1696,2024-04-13 00:00:00,en,91,Released,2024-04-13 00:00:00,"654, 233, 474, 112, 223"
10674,mUYV0ZdsDEliGaQahcQH1F3grsP.jpg,"16,10751,12","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",122,5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg,1998-06-18,Mulan,3.96,9249,2024-04-13 00:00:00,en,88,Released,2024-04-13 00:00:00,"6088, 363, 697, 542, 1559"
10681,ai2FicMUxLCurVkjtYdSvVDWRmS.jpg,"16,10751,878","What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",83,hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-22,WALL·E,4.04,18076,2024-04-13 00:00:00,en,98,Released,2024-04-13 00:00:00,"9360, 4293, 745, 3142, 536"
10764,3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg,"12,28,53,80","Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",49,e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,2008-10-29,Quantum of Solace,3.16,7559,2024-04-13 00:00:00,en,106,Released,2024-04-13 00:00:00,"1514, 1877, 1355, 1930, 883"
10882,1HWNGfaYB4GPwMg8piXYdQHWNuF.jpg,"14,16,10749,10751","A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",56,dK4OZwFFxnfK7MvqfVqw94mavL7.jpg,1959-02-17,Sleeping Beauty,3.47,4938,2024-04-13 00:00:00,en,75,Released,2024-04-13 00:00:00,"1747, 667, 1408, 391, 725"
11036,qom1SZSENdmHFNZBXbtJAU0WTlC.jpg,"10749,18","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",78,rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,2004-06-25,The Notebook,3.94,11037,2024-04-13 00:00:00,en,123,Released,2024-04-13 00:00:00,"6520, 694, 829, 2628, 366"
11130,pmOXaAK8hteMlCiMZyyDJENHCZI.jpg,"35,18,10751,10749","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",53,5XToqGcE4qdfOSaCPWI7kAb1bm7.jpg,2004-08-06,The Princess Diaries 2: Royal Engagement,3.34,3108,2024-04-13 00:00:00,en,113,Released,2024-04-13 00:00:00,"814, 860, 581, 274, 579"
11153,zd1owgoWgiPSVBXDnaSvS4D6RN9.jpg,"35,12","Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",96,q3DvoqY06yZnRp9faH6uge7n7VP.jpg,1983-07-29,National Lampoon's Vacation,3.56,1457,2024-04-13 00:00:00,en,99,Released,2024-04-13 00:00:00,"656, 157, 36, 562, 46"
11224,rH0DPF7pB35jxLxKb3JRUgCrrnp.jpg,"10751,14,16,10749","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",92,4nssBcQUBadCTBjrAkX46mVEKts.jpg,1950-02-22,Cinderella,3.52,6459,2024-04-13 00:00:00,en,74,Released,2024-04-13 00:00:00,"1908, 2088, 634, 1112, 717"
11324,ecvy2kMxsJ60ej52beZ0F8EOGkL.jpg,"18,53,9648","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",83,4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,2010-02-14,Shutter Island,4.1,23143,2024-04-13 00:00:00,en,138,Released,2024-04-13 00:00:00,"13612, 4755, 1244, 542, 2990"
11351,htxYA3QbzttYJ8BPxjFUl6h4GD9.jpg,"27,53","When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive.",68,u2ghDfjcs3y5c8ata3COc4pWiAN.jpg,2003-08-08,Jeepers Creepers 2,3.06,1539,2024-04-13 00:00:00,en,104,Released,2024-04-13 00:00:00,"154, 276, 678, 370, 61"
11360,aRVQ1EgTx3vbhK6qls2O834bPQc.jpg,"16,10751","Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",88,xElwvLH9stNdduVnx9hx5UqEUwv.jpg,1941-10-31,Dumbo,3.5,4759,2024-04-13 00:00:00,en,64,Released,2024-04-13 00:00:00,"1150, 1411, 1197, 670, 331"
11430,3eQnD9CIUerbXbgtFE1zJNvEVVo.jpg,"10751,16,35,28",Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,54,sVJME5R1NmTXtbdnAxYPx7Xa7kr.jpg,2004-02-06,The Lion King 1½,3.29,2863,2024-04-13 00:00:00,en,77,Released,2024-04-13 00:00:00,"359, 1071, 839, 229, 365"
11544,cxDFAic9FXPPJt2MdfX4ijVh3eC.jpg,"16,10751","As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",78,m13Vbzv7R2GMAl3GXFrkmMEgCFQ.jpg,2002-06-21,Lilo & Stitch,3.76,5906,2024-04-13 00:00:00,en,85,Released,2024-04-13 00:00:00,"2261, 1583, 579, 1349, 134"
11619,7xQk3HdCvkNmk3gblDGn9fVnbsT.jpg,"12,16,35,10751","London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",52,78czzq4yOr3yN2znedu0kWyv2Um.jpg,2006-10-22,Flushed Away,3.14,3625,2024-04-13 00:00:00,en,84,Released,2024-04-13 00:00:00,"728, 1102, 704, 131, 960"
11688,w0sI4WjNFhFMNd5QhZYplsADx8g.jpg,"12,16,35,10751,14","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",112,wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,2000-12-15,The Emperor's New Groove,3.78,6391,2024-04-13 00:00:00,en,78,Released,2024-04-13 00:00:00,"2979, 1248, 577, 952, 635"
11770,tkxYmE3HzHy7E39zY3VvQ0k0VLU.jpg,"28,35",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,59,kVpq68NxChzynK7otaymRSaWR8p.jpg,2001-07-05,Shaolin Soccer,3.55,2126,2024-04-13 00:00:00,en,113,Released,2024-04-13 00:00:00,"1026, 231, 247, 130, 492"
11774,i0M3a8Z2hfj5Oj4msArajhLjGvV.jpg,"12,35,10751","Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",52,r7S57FpBsCljWc9fBUo2Iy5XGew.jpg,2004-12-16,Lemony Snicket's A Series of Unfortunate Events,3.41,4828,2024-04-13 00:00:00,en,108,Released,2024-04-13 00:00:00,"1442, 1900, 27, 113, 1346"
11836,i2fZIltljrhFPsUK9PN6O6ZE7M4.jpg,"10751,16,35,14,12","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",73,gjZD811kfY1ideNuBukcuCy8ocA.jpg,2004-11-14,The SpongeBob SquarePants Movie,3.51,2742,2024-04-13 00:00:00,en,87,Released,2024-04-13 00:00:00,"1475, 291, 44, 21, 911"
11838,3ZDkl8rsoLe6g4FRV9alNH5sZOt.jpg,27,"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears.",61,oulszWeFpIBbbLZbkJNQiYRlcQs.jpg,2002-10-18,Ju-on: The Grudge,3.34,732,2024-04-13 00:00:00,en,92,Released,2024-04-13 00:00:00,"280, 87, 162, 7, 196"
11932,fLTd0VxpijUt6Hm1QM2ehLpWPeu.jpg,"35,27,10749","Chucky is reborn when his old flame, Tiffany, rescues his battered doll parts from a police impound.",61,mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg,1998-10-16,Bride of Chucky,3.02,1797,2024-04-13 00:00:00,en,89,Released,2024-04-13 00:00:00,"471, 435, 57, 326, 508"
11970,26FT7NBKiGvWJBB3VG9i72LnI8S.jpg,"16,10751,14,12,35,10749","Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",108,dK9rNoC97tgX3xXg5zdxFisdfcp.jpg,1997-06-20,Hercules,3.75,7068,2024-04-13 00:00:00,en,93,Released,2024-04-13 00:00:00,"3726, 1230, 25, 793, 1294"
12092,b4yiLlIFuiULuuLTxT0Pt1QyT6J.jpg,"16,10751,14,12","On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",81,20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,1951-07-28,Alice in Wonderland,3.6,5638,2024-04-13 00:00:00,en,75,Released,2024-04-13 00:00:00,"2172, 1679, 273, 387, 1127"
12153,di47xqYMCYpjqwnqNlO17X5qXMX.jpg,"35,80","Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",107,aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,2004-06-23,White Chicks,3.47,3722,2024-04-13 00:00:00,en,109,Released,2024-04-13 00:00:00,"1139, 363, 1649, 250, 321"
12155,ylEXht4BndyodoWM5YwEvWtWmHE.jpg,"10751,14,12","Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",97,o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,2010-03-03,Alice in Wonderland,3.32,13501,2024-04-13 00:00:00,en,108,Released,2024-04-13 00:00:00,"4849, 1281, 3102, 1879, 2390"
12244,t4V34FTYzZl0ZMdAXAK0T7DE3ie.jpg,"28,12,16,878,53","When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",45,3uqXGOH4BQ2CLJWkDJZ0PzbUzOn.jpg,2009-08-19,9,3.46,3380,2024-04-13 00:00:00,en,79,Released,2024-04-13 00:00:00,"1368, 260, 804, 454, 494"
12429,shqLeIkqPAAXM8iT6wVDiXUYz1p.jpg,"16,14,10751","When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",67,yp8vEZflGynlEylxEesbYasc06i.jpg,2008-07-19,Ponyo,3.85,4054,2024-04-13 00:00:00,en,100,Released,2024-04-13 00:00:00,"2497, 274, 197, 349, 737"
12444,AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,"12,14","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",116,iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,3.9,18411,2024-04-13 00:00:00,en,146,Released,2024-04-13 00:00:00,"7996, 5657, 1918, 600, 2240"
12445,n5A7brJCjejceZmHyujwUTVgQNC.jpg,"14,12","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",109,c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,4.05,19860,2024-04-13 00:00:00,en,130,Released,2024-04-13 00:00:00,"10070, 5064, 582, 3937, 207"
13053,uWIyXlBRwW2MIBcBysj50A9nv7D.jpg,"16,10751,12,35","Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",62,z9VHoUcZ1GiH3f3qYz7Me7Zc1Fd.jpg,2008-11-21,Bolt,3.25,5785,2024-04-13 00:00:00,en,98,Released,2024-04-13 00:00:00,"1752, 754, 1229, 1288, 762"
13186,rucPoqgtymaVuO8rkTegbnvnR8C.jpg,"27,53",Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,61,g3ivyNtj5GjoZ5lHqzEIjY7Jhxt.jpg,2007-08-25,Wrong Turn 2: Dead End,3.04,1305,2024-04-13 00:00:00,en,96,Released,2024-04-13 00:00:00,"178, 517, 62, 275, 273"
13313,ccwdwyyiL0qLftBeTtIiyqsNf69.jpg,"16,10751,14","Astonished to find the Beast has a deep-seeded hatred for the Christmas season, Belle endeavors to change his mind on the matter.",82,qxtpbcbf6KEIHzLetWZOVGJT2lv.jpg,1997-11-11,Beauty and the Beast: The Enchanted Christmas,3.1,969,2024-04-13 00:00:00,en,72,Released,2024-04-13 00:00:00,"267, 140, 110, 326, 126"
13448,cj0VkGBTywa7WTIPPW9xgqmUVWl.jpg,"53,9648","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",50,hrvNVd0GDeytbDhduWa3SFKmg4A.jpg,2009-04-23,Angels & Demons,3.36,6558,2024-04-13 00:00:00,en,138,Released,2024-04-13 00:00:00,"1060, 3229, 133, 1283, 853"
14001,xMjAkXpCb55FTAV7By31p3TQMxb.jpg,27,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",66,9CR1G9kVycsbYfnDO40JClrYEWr.jpg,2007-03-16,Dead Silence,3.21,2131,2024-04-13 00:00:00,en,89,Released,2024-04-13 00:00:00,"610, 680, 106, 17, 718"
14128,oyjIJTUUsF1nMdVXk3Q0ExBr0pQ.jpg,"10751,16,10749,14","As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",83,kEDbtKhZsqPo7ypCzoz3fkq73Pc.jpg,2002-02-23,Cinderella II: Dreams Come True,3.05,1380,2024-04-13 00:00:00,en,74,Released,2024-04-13 00:00:00,"174, 309, 332, 542, 23"
14160,hGGC9gKo7CFE3fW07RA587e5kol.jpg,"16,35,10751,12","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",108,vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,2009-05-28,Up,4,19509,2024-04-13 00:00:00,en,96,Released,2024-04-13 00:00:00,"11127, 2864, 2332, 763, 2423"
14161,pvxmYJcgrLiYC6G2IQTn1PPNems.jpg,"28,12,878","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",70,zaqam2RNscH5ooYFWInV6hjx6y5.jpg,2009-10-10,2012,2.92,11587,2024-04-13 00:00:00,en,158,Released,2024-04-13 00:00:00,"3037, 1996, 269, 3573, 2712"
14324,xUL7qsAKisRg5iBEokW98OndJDf.jpg,"12,28,35,10749","The film is set in Tuscany during the Black Death. As in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance and swordplay. There are randy nuns, Saracen pirates, and a sexy cow.",181,bPdE1CbdP8Bf1NMg9PF4QkPR9oZ.jpg,2007-12-17,Virgin Territory,2.35,297,2024-04-13 00:00:00,en,93,Released,2024-04-13 00:00:00,"44, 33, 33, 59, 128"
14574,7fJAYM0rhzpEhCK6wxbQ412EoYW.jpg,"18,10752,36","When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",65,sLwYSEVVV3r047cjrpRAbGgNsfL.jpg,2008-05-07,The Boy in the Striped Pyjamas,3.92,6852,2024-04-13 00:00:00,en,94,Released,2024-04-13 00:00:00,"2780, 1727, 1771, 164, 410"
14836,8GHxjXlI5rqyTBuVNekGTPjG5T6.jpg,"16,10751,14","A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",125,4jeFXQYytChdZYE9JYO7Un87IlW.jpg,2009-02-05,Coraline,3.94,7445,2024-04-13 00:00:00,en,100,Released,2024-04-13 00:00:00,"4650, 649, 339, 663, 1144"
15472,dPE25PbaeE6fCR2SQb4H4MeBmml.jpg,"18,53,80,9648","Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",55,r2pFUXKK20KD9RE3yybpQsNynRE.jpg,2009-02-27,The Girl with the Dragon Tattoo,3.76,2841,2024-04-13 00:00:00,en,152,Released,2024-04-13 00:00:00,"1168, 666, 522, 127, 358"
15512,akcFhNdibYAsGUOfUhb5y1rFTet.jpg,"16,10751,12,878","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",81,hpHarddVj34j53T7NsoUGdKj4mP.jpg,2009-03-19,Monsters vs Aliens,3.11,4436,2024-04-13 00:00:00,en,94,Released,2024-04-13 00:00:00,"765, 664, 2093, 121, 793"
15767,5WkP8mUzfnuKVjDLt9eTKobP3Cn.jpg,"28,12,878,14,53","Humanity finally rids themselves of Godzilla, imprisoning him in an icy tomb in the South Pole. All is peaceful until various monsters emerge to lay waste to Earth's cities. Overwhelmed, humanity is seemingly saved by a race of benevolent aliens known as Xiliens. But not all is what it seems with these bizarre visitors. If humanity wishes to survive, they must reluctantly resurrect their most hated enemy, Godzilla.",83,21lWA4YyYppVnwAPOiBkGrt2FGr.jpg,2004-12-04,Godzilla: Final Wars,3.5,279,2024-04-13 00:00:00,en,125,Released,2024-04-13 00:00:00,"69, 109, 34, 26, 41"
16320,csGprKcRxt7SDpsrKiwxpgLdEsx.jpg,"878,28,12,53","When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",40,ckDo5vnRKehJ2qu8U95c7QcvGUm.jpg,2005-09-25,Serenity,3.69,3323,2024-04-13 00:00:00,en,119,Released,2024-04-13 00:00:00,"1282, 406, 1081, 430, 124"
16859,h5pAEVma835u8xoE60kmLVopLct.jpg,"16,10751,14","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",67,Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,1989-07-29,Kiki's Delivery Service,3.91,3838,2024-04-13 00:00:00,en,103,Released,2024-04-13 00:00:00,"2293, 264, 339, 526, 416"
16869,hg0MTIFs49ef179C9Y1HRtzqbbK.jpg,"18,53,10752","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",82,7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-02,Inglourious Basterds,4.11,21496,2024-04-13 00:00:00,en,153,Released,2024-04-13 00:00:00,"13594, 3003, 733, 2001, 2165"
18239,sDAavcrOSbFnFt4zpjNqzaoNr3w.jpg,"12,14,18,10749","Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",80,k2qTooPlHffgNABNWxeJdGMglPK.jpg,2009-11-18,The Twilight Saga: New Moon,3,8869,2024-04-13 00:00:00,en,131,Released,2024-04-13 00:00:00,"1286, 946, 4442, 872, 1323"
18785,2o0PKGmnSgCGkzoSePNAqse8Ure.jpg,35,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",83,uluhlXubGu1VxU63X9VHCLWDAYP.jpg,2009-06-02,The Hangover,3.66,16311,2024-04-13 00:00:00,en,100,Released,2024-04-13 00:00:00,"4160, 6410, 2758, 2001, 982"
19995,vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"28,12,14,878","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",185,kyeqWdyUXW608qlYkRqosgbbJyK.jpg,2009-12-15,Avatar,3.79,30704,2024-04-13 00:00:00,en,162,Released,2024-04-13 00:00:00,"8631, 12598, 4645, 4056, 774"
20352,euCnMxNRlHNxA4f9BMnWbmxPOse.jpg,"10751,16,35","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",81,9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,2010-07-08,Despicable Me,3.62,14506,2024-04-13 00:00:00,en,95,Released,2024-04-13 00:00:00,"5388, 5153, 363, 268, 3334"
